"ind","country","date","cases","new_cases","deaths","new_deaths","situation_report","last_update","WHO_ID"
1,"Mainland China","21/01/2020",278,278,6,6,1,NA,"China"
2,"Thailand","21/01/2020",2,2,0,0,1,NA,"Thailand"
3,"Japan","21/01/2020",1,1,0,0,1,NA,"Japan"
4,"Republic of Korea","21/01/2020",1,1,0,0,1,NA,"RepublicofKorea"
5,"Mainland China","22/01/2020",309,31,6,0,2,NA,"China"
6,"Thailand","22/01/2020",2,0,0,0,2,NA,"Thailand"
7,"Japan","22/01/2020",1,0,0,0,2,NA,"Japan"
8,"Republic of Korea","22/01/2020",1,0,0,0,2,NA,"RepublicofKorea"
9,"Taiwan","22/01/2020",1,1,0,0,2,NA,"China-Taipei"
10,"Mainland China","23/01/2020",571,262,17,11,3,NA,"China"
11,"Thailand","23/01/2020",4,2,0,0,3,NA,"Thailand"
12,"Hong Kong","23/01/2020",1,1,0,0,3,NA,"China-HongKongSAR"
13,"Japan","23/01/2020",1,0,0,0,3,NA,"Japan"
14,"Macao","23/01/2020",1,1,0,0,3,NA,"China-Macao"
15,"Republic of Korea","23/01/2020",1,0,0,0,3,NA,"RepublicofKorea"
16,"Taiwan","23/01/2020",1,0,0,0,3,NA,"China-Taipei"
17,"USA","23/01/2020",1,1,0,0,3,NA,"UnitedStatesofAmerica"
18,"Mainland China","24/01/2020",830,259,25,8,4,NA,"China"
19,"Thailand","24/01/2020",4,0,0,0,4,NA,"Thailand"
20,"Hong Kong","24/01/2020",2,1,0,0,4,NA,"China-HongKongSAR"
21,"Macao","24/01/2020",2,1,0,0,4,NA,"China-Macao"
22,"Republic of Korea","24/01/2020",2,1,0,0,4,NA,"RepublicofKorea"
23,"Vietnam","24/01/2020",2,2,0,0,4,NA,"VietNam"
24,"Japan","24/01/2020",1,0,0,0,4,NA,"Japan"
25,"Singapore","24/01/2020",1,1,0,0,4,NA,"Singapore"
26,"Taiwan","24/01/2020",1,0,0,0,4,NA,"China-Taipei"
27,"USA","24/01/2020",1,0,0,0,4,NA,"UnitedStatesofAmerica"
28,"Mainland China","25/01/2020",1287,457,41,16,5,NA,"China"
29,"Hong Kong","25/01/2020",5,3,0,0,5,NA,"China-HongKongSAR"
30,"Thailand","25/01/2020",4,0,0,0,5,NA,"Thailand"
31,"Australia","25/01/2020",3,3,0,0,5,NA,"Australia"
32,"France","25/01/2020",3,3,0,0,5,NA,"France"
33,"Japan","25/01/2020",3,2,0,0,5,NA,"Japan"
34,"Singapore","25/01/2020",3,2,0,0,5,NA,"Singapore"
35,"Taiwan","25/01/2020",3,2,0,0,5,NA,"China-Taipei"
36,"Macao","25/01/2020",2,0,0,0,5,NA,"China-Macao"
37,"Republic of Korea","25/01/2020",2,0,0,0,5,NA,"RepublicofKorea"
38,"USA","25/01/2020",2,1,0,0,5,NA,"UnitedStatesofAmerica"
39,"Vietnam","25/01/2020",2,0,0,0,5,NA,"VietNam"
40,"Nepal","25/01/2020",1,1,0,0,5,NA,"Nepal"
41,"Mainland China","26/01/2020",1985,698,56,15,6,NA,"China"
42,"Hong Kong","26/01/2020",5,0,0,0,6,NA,"China-HongKongSAR"
43,"Thailand","26/01/2020",5,1,0,0,6,NA,"Thailand"
44,"Australia","26/01/2020",4,1,0,0,6,NA,"Australia"
45,"Singapore","26/01/2020",4,1,0,0,6,NA,"Singapore"
46,"France","26/01/2020",3,0,0,0,6,NA,"France"
47,"Japan","26/01/2020",3,0,0,0,6,NA,"Japan"
48,"Malaysia","26/01/2020",3,3,0,0,6,NA,"Malaysia"
49,"Taiwan","26/01/2020",3,0,0,0,6,NA,"China-Taipei"
50,"Macao","26/01/2020",2,0,0,0,6,NA,"China-Macao"
51,"Republic of Korea","26/01/2020",2,0,0,0,6,NA,"RepublicofKorea"
52,"USA","26/01/2020",2,0,0,0,6,NA,"UnitedStatesofAmerica"
53,"Vietnam","26/01/2020",2,0,0,0,6,NA,"VietNam"
54,"Nepal","26/01/2020",1,0,0,0,6,NA,"Nepal"
55,"Mainland China","27/01/2020",2744,759,80,24,7,NA,"China"
56,"Hong Kong","27/01/2020",8,3,0,0,7,NA,"China-HongKongSAR"
57,"Macao","27/01/2020",5,3,0,0,7,NA,"China-Macao"
58,"Thailand","27/01/2020",5,0,0,0,7,NA,"Thailand"
59,"USA","27/01/2020",5,3,0,0,7,NA,"UnitedStatesofAmerica"
60,"Australia","27/01/2020",4,0,0,0,7,NA,"Australia"
61,"Japan","27/01/2020",4,1,0,0,7,NA,"Japan"
62,"Malaysia","27/01/2020",4,1,0,0,7,NA,"Malaysia"
63,"Republic of Korea","27/01/2020",4,2,0,0,7,NA,"RepublicofKorea"
64,"Singapore","27/01/2020",4,0,0,0,7,NA,"Singapore"
65,"Taiwan","27/01/2020",4,1,0,0,7,NA,"China-Taipei"
66,"France","27/01/2020",3,0,0,0,7,NA,"France"
67,"Vietnam","27/01/2020",2,0,0,0,7,NA,"VietNam"
68,"Canada","27/01/2020",1,1,0,0,7,NA,"Canada"
69,"Nepal","27/01/2020",1,0,0,0,7,NA,"Nepal"
70,"Mainland China","28/01/2020",4515,1771,106,26,8,NA,"China"
71,"Thailand","28/01/2020",14,9,0,0,8,NA,"Thailand"
72,"Hong Kong","28/01/2020",8,0,0,0,8,NA,"China-HongKongSAR"
73,"Macao","28/01/2020",7,2,0,0,8,NA,"China-Macao"
74,"Singapore","28/01/2020",7,3,0,0,8,NA,"Singapore"
75,"Taiwan","28/01/2020",7,3,0,0,8,NA,"China-Taipei"
76,"Japan","28/01/2020",6,2,0,0,8,NA,"Japan"
77,"Australia","28/01/2020",5,1,0,0,8,NA,"Australia"
78,"USA","28/01/2020",5,0,0,0,8,NA,"UnitedStatesofAmerica"
79,"Malaysia","28/01/2020",4,0,0,0,8,NA,"Malaysia"
80,"Republic of Korea","28/01/2020",4,0,0,0,8,NA,"RepublicofKorea"
81,"France","28/01/2020",3,0,0,0,8,NA,"France"
82,"Canada","28/01/2020",2,1,0,0,8,NA,"Canada"
83,"Vietnam","28/01/2020",2,0,0,0,8,NA,"VietNam"
84,"Cambodia","28/01/2020",1,1,0,0,8,NA,"Cambodia"
85,"Germany","28/01/2020",1,1,0,0,8,NA,"Germany"
86,"Nepal","28/01/2020",1,0,0,0,8,NA,"Nepal"
87,"Sri Lanka","28/01/2020",1,1,0,0,8,NA,"SriLanka"
88,"Mainland China","29/01/2020",5974,1459,132,26,9,NA,"China"
89,"Thailand","29/01/2020",14,0,0,0,9,NA,"Thailand"
90,"Hong Kong","29/01/2020",8,0,0,0,9,NA,"China-HongKongSAR"
91,"Taiwan","29/01/2020",8,1,0,0,9,NA,"China-Taipei"
92,"Australia","29/01/2020",7,2,0,0,9,NA,"Australia"
93,"Japan","29/01/2020",7,1,0,0,9,NA,"Japan"
94,"Macao","29/01/2020",7,0,0,0,9,NA,"China-Macao"
95,"Singapore","29/01/2020",7,0,0,0,9,NA,"Singapore"
96,"USA","29/01/2020",5,0,0,0,9,NA,"UnitedStatesofAmerica"
97,"France","29/01/2020",4,1,0,0,9,NA,"France"
98,"Germany","29/01/2020",4,3,0,0,9,NA,"Germany"
99,"Malaysia","29/01/2020",4,0,0,0,9,NA,"Malaysia"
100,"Republic of Korea","29/01/2020",4,0,0,0,9,NA,"RepublicofKorea"
101,"United Arab Emirates","29/01/2020",4,4,0,0,9,NA,"UnitedArabEmirates"
102,"Canada","29/01/2020",3,1,0,0,9,NA,"Canada"
103,"Vietnam","29/01/2020",2,0,0,0,9,NA,"VietNam"
104,"Cambodia","29/01/2020",1,0,0,0,9,NA,"Cambodia"
105,"Nepal","29/01/2020",1,0,0,0,9,NA,"Nepal"
106,"Sri Lanka","29/01/2020",1,0,0,0,9,NA,"SriLanka"
107,"Mainland China","30/01/2020",7711,1737,170,38,10,NA,"China"
108,"Thailand","30/01/2020",14,0,0,0,10,NA,"Thailand"
109,"Japan","30/01/2020",11,4,0,0,10,NA,"Japan"
110,"Hong Kong","30/01/2020",10,2,0,0,10,NA,"China-HongKongSAR"
111,"Singapore","30/01/2020",10,3,0,0,10,NA,"Singapore"
112,"Taiwan","30/01/2020",8,0,0,0,10,NA,"China-Taipei"
113,"Australia","30/01/2020",7,0,0,0,10,NA,"Australia"
114,"Macao","30/01/2020",7,0,0,0,10,NA,"China-Macao"
115,"Malaysia","30/01/2020",7,3,0,0,10,NA,"Malaysia"
116,"France","30/01/2020",5,1,0,0,10,NA,"France"
117,"USA","30/01/2020",5,0,0,0,10,NA,"UnitedStatesofAmerica"
118,"Germany","30/01/2020",4,0,0,0,10,NA,"Germany"
119,"Republic of Korea","30/01/2020",4,0,0,0,10,NA,"RepublicofKorea"
120,"United Arab Emirates","30/01/2020",4,0,0,0,10,NA,"UnitedArabEmirates"
121,"Canada","30/01/2020",3,0,0,0,10,NA,"Canada"
122,"Vietnam","30/01/2020",2,0,0,0,10,NA,"VietNam"
123,"Cambodia","30/01/2020",1,0,0,0,10,NA,"Cambodia"
124,"Finland","30/01/2020",1,1,0,0,10,NA,"Finland"
125,"India","30/01/2020",1,1,0,0,10,NA,"India"
126,"Nepal","30/01/2020",1,0,0,0,10,NA,"Nepal"
127,"Philippines","30/01/2020",1,1,0,0,10,NA,"Philippines"
128,"Sri Lanka","30/01/2020",1,0,0,0,10,NA,"SriLanka"
129,"Mainland China","31/01/2020",9692,1981,213,43,11,NA,"China"
130,"Japan","31/01/2020",14,3,0,0,11,NA,"Japan"
131,"Thailand","31/01/2020",14,0,0,0,11,NA,"Thailand"
132,"Singapore","31/01/2020",13,3,0,0,11,NA,"Singapore"
133,"Hong Kong","31/01/2020",12,2,0,0,11,NA,"China-HongKongSAR"
134,"Republic of Korea","31/01/2020",11,7,0,0,11,NA,"RepublicofKorea"
135,"Australia","31/01/2020",9,2,0,0,11,NA,"Australia"
136,"Taiwan","31/01/2020",9,1,0,0,11,NA,"China-Taipei"
137,"Malaysia","31/01/2020",8,1,0,0,11,NA,"Malaysia"
138,"Macao","31/01/2020",7,0,0,0,11,NA,"China-Macao"
139,"France","31/01/2020",6,1,0,0,11,NA,"France"
140,"USA","31/01/2020",6,1,0,0,11,NA,"UnitedStatesofAmerica"
141,"Germany","31/01/2020",5,1,0,0,11,NA,"Germany"
142,"Vietnam","31/01/2020",5,3,0,0,11,NA,"VietNam"
143,"United Arab Emirates","31/01/2020",4,0,0,0,11,NA,"UnitedArabEmirates"
144,"Canada","31/01/2020",3,0,0,0,11,NA,"Canada"
145,"Italy","31/01/2020",2,2,0,0,11,NA,"Italy"
146,"Cambodia","31/01/2020",1,0,0,0,11,NA,"Cambodia"
147,"Finland","31/01/2020",1,0,0,0,11,NA,"Finland"
148,"India","31/01/2020",1,0,0,0,11,NA,"India"
149,"Nepal","31/01/2020",1,0,0,0,11,NA,"Nepal"
150,"Philippines","31/01/2020",1,0,0,0,11,NA,"Philippines"
151,"Sri Lanka","31/01/2020",1,0,0,0,11,NA,"SriLanka"
152,"Mainland China","01/02/2020",11791,2099,259,46,12,NA,"China"
153,"Thailand","01/02/2020",19,5,0,0,12,NA,"Thailand"
154,"Japan","01/02/2020",17,3,0,0,12,NA,"Japan"
155,"Singapore","01/02/2020",16,3,0,0,12,NA,"Singapore"
156,"Hong Kong","01/02/2020",13,1,0,0,12,NA,"China-HongKongSAR"
157,"Australia","01/02/2020",12,3,0,0,12,NA,"Australia"
158,"Republic of Korea","01/02/2020",12,1,0,0,12,NA,"RepublicofKorea"
159,"Taiwan","01/02/2020",10,1,0,0,12,NA,"China-Taipei"
160,"Malaysia","01/02/2020",8,0,0,0,12,NA,"Malaysia"
161,"Germany","01/02/2020",7,2,0,0,12,NA,"Germany"
162,"Macao","01/02/2020",7,0,0,0,12,NA,"China-Macao"
163,"USA","01/02/2020",7,1,0,0,12,NA,"UnitedStatesofAmerica"
164,"France","01/02/2020",6,0,0,0,12,NA,"France"
165,"Vietnam","01/02/2020",6,1,0,0,12,NA,"VietNam"
166,"Canada","01/02/2020",4,1,0,0,12,NA,"Canada"
167,"United Arab Emirates","01/02/2020",4,0,0,0,12,NA,"UnitedArabEmirates"
168,"Italy","01/02/2020",2,0,0,0,12,NA,"Italy"
169,"Russian Federation","01/02/2020",2,2,0,0,12,NA,"RussianFederation"
170,"UK","01/02/2020",2,2,0,0,12,NA,"UnitedKingdom"
171,"Cambodia","01/02/2020",1,0,0,0,12,NA,"Cambodia"
172,"Finland","01/02/2020",1,0,0,0,12,NA,"Finland"
173,"India","01/02/2020",1,0,0,0,12,NA,"India"
174,"Nepal","01/02/2020",1,0,0,0,12,NA,"Nepal"
175,"Philippines","01/02/2020",1,0,0,0,12,NA,"Philippines"
176,"Spain","01/02/2020",1,1,0,0,12,NA,"Spain"
177,"Sri Lanka","01/02/2020",1,0,0,0,12,NA,"SriLanka"
178,"Sweden","01/02/2020",1,1,0,0,12,NA,"Sweden"
179,"Mainland China","02/02/2020",14380,2589,304,45,13,NA,"China"
180,"Japan","02/02/2020",20,3,0,0,13,NA,"Japan"
181,"Thailand","02/02/2020",19,0,0,0,13,NA,"Thailand"
182,"Singapore","02/02/2020",18,2,0,0,13,NA,"Singapore"
183,"Republic of Korea","02/02/2020",15,3,0,0,13,NA,"RepublicofKorea"
184,"Hong Kong","02/02/2020",14,1,0,0,13,NA,"China-HongKongSAR"
185,"Australia","02/02/2020",12,0,0,0,13,NA,"Australia"
186,"Taiwan","02/02/2020",10,0,0,0,13,NA,"China-Taipei"
187,"Germany","02/02/2020",8,1,0,0,13,NA,"Germany"
188,"Malaysia","02/02/2020",8,0,0,0,13,NA,"Malaysia"
189,"USA","02/02/2020",8,1,0,0,13,NA,"UnitedStatesofAmerica"
190,"Macao","02/02/2020",7,0,0,0,13,NA,"China-Macao"
191,"Vietnam","02/02/2020",7,1,0,0,13,NA,"VietNam"
192,"France","02/02/2020",6,0,0,0,13,NA,"France"
193,"United Arab Emirates","02/02/2020",5,1,0,0,13,NA,"UnitedArabEmirates"
194,"Canada","02/02/2020",4,0,0,0,13,NA,"Canada"
195,"India","02/02/2020",2,1,0,0,13,NA,"India"
196,"Italy","02/02/2020",2,0,0,0,13,NA,"Italy"
197,"Philippines","02/02/2020",2,1,1,1,13,NA,"Philippines"
198,"Russian Federation","02/02/2020",2,0,0,0,13,NA,"RussianFederation"
199,"UK","02/02/2020",2,0,0,0,13,NA,"UnitedKingdom"
200,"Cambodia","02/02/2020",1,0,0,0,13,NA,"Cambodia"
201,"Finland","02/02/2020",1,0,0,0,13,NA,"Finland"
202,"Nepal","02/02/2020",1,0,0,0,13,NA,"Nepal"
203,"Spain","02/02/2020",1,0,0,0,13,NA,"Spain"
204,"Sri Lanka","02/02/2020",1,0,0,0,13,NA,"SriLanka"
205,"Sweden","02/02/2020",1,0,0,0,13,NA,"Sweden"
206,"Mainland China","03/02/2020",17205,2825,361,57,14,NA,"China"
207,"Japan","03/02/2020",20,0,0,0,14,NA,"Japan"
208,"Thailand","03/02/2020",19,0,0,0,14,NA,"Thailand"
209,"Singapore","03/02/2020",18,0,0,0,14,NA,"Singapore"
210,"Hong Kong","03/02/2020",15,1,0,0,14,NA,"China-HongKongSAR"
211,"Republic of Korea","03/02/2020",15,0,0,0,14,NA,"RepublicofKorea"
212,"Australia","03/02/2020",12,0,0,0,14,NA,"Australia"
213,"USA","03/02/2020",11,3,0,0,14,NA,"UnitedStatesofAmerica"
214,"Germany","03/02/2020",10,2,0,0,14,NA,"Germany"
215,"Taiwan","03/02/2020",10,0,0,0,14,NA,"China-Taipei"
216,"Macao","03/02/2020",8,1,0,0,14,NA,"China-Macao"
217,"Malaysia","03/02/2020",8,0,0,0,14,NA,"Malaysia"
218,"Vietnam","03/02/2020",8,1,0,0,14,NA,"VietNam"
219,"France","03/02/2020",6,0,0,0,14,NA,"France"
220,"United Arab Emirates","03/02/2020",5,0,0,0,14,NA,"UnitedArabEmirates"
221,"Canada","03/02/2020",4,0,0,0,14,NA,"Canada"
222,"India","03/02/2020",3,1,0,0,14,NA,"India"
223,"Italy","03/02/2020",2,0,0,0,14,NA,"Italy"
224,"Philippines","03/02/2020",2,0,1,0,14,NA,"Philippines"
225,"Russian Federation","03/02/2020",2,0,0,0,14,NA,"RussianFederation"
226,"UK","03/02/2020",2,0,0,0,14,NA,"UnitedKingdom"
227,"Cambodia","03/02/2020",1,0,0,0,14,NA,"Cambodia"
228,"Finland","03/02/2020",1,0,0,0,14,NA,"Finland"
229,"Nepal","03/02/2020",1,0,0,0,14,NA,"Nepal"
230,"Spain","03/02/2020",1,0,0,0,14,NA,"Spain"
231,"Sri Lanka","03/02/2020",1,0,0,0,14,NA,"SriLanka"
232,"Sweden","03/02/2020",1,0,0,0,14,NA,"Sweden"
233,"Mainland China","04/02/2020",20438,3233,425,64,15,NA,"China"
234,"Japan","04/02/2020",20,0,0,0,15,NA,"Japan"
235,"Thailand","04/02/2020",19,0,0,0,15,NA,"Thailand"
236,"Singapore","04/02/2020",18,0,0,0,15,NA,"Singapore"
237,"Republic of Korea","04/02/2020",16,1,0,0,15,NA,"RepublicofKorea"
238,"Hong Kong","04/02/2020",15,0,0,0,15,NA,"China-HongKongSAR"
239,"Australia","04/02/2020",12,0,0,0,15,NA,"Australia"
240,"Germany","04/02/2020",12,2,0,0,15,NA,"Germany"
241,"USA","04/02/2020",11,0,0,0,15,NA,"UnitedStatesofAmerica"
242,"Malaysia","04/02/2020",10,2,0,0,15,NA,"Malaysia"
243,"Taiwan","04/02/2020",10,0,0,0,15,NA,"China-Taipei"
244,"Vietnam","04/02/2020",9,1,0,0,15,NA,"VietNam"
245,"Macao","04/02/2020",8,0,0,0,15,NA,"China-Macao"
246,"France","04/02/2020",6,0,0,0,15,NA,"France"
247,"United Arab Emirates","04/02/2020",5,0,0,0,15,NA,"UnitedArabEmirates"
248,"Canada","04/02/2020",4,0,0,0,15,NA,"Canada"
249,"India","04/02/2020",3,0,0,0,15,NA,"India"
250,"Italy","04/02/2020",2,0,0,0,15,NA,"Italy"
251,"Philippines","04/02/2020",2,0,1,0,15,NA,"Philippines"
252,"Russian Federation","04/02/2020",2,0,0,0,15,NA,"RussianFederation"
253,"UK","04/02/2020",2,0,0,0,15,NA,"UnitedKingdom"
254,"Cambodia","04/02/2020",1,0,0,0,15,NA,"Cambodia"
255,"Finland","04/02/2020",1,0,0,0,15,NA,"Finland"
256,"Nepal","04/02/2020",1,0,0,0,15,NA,"Nepal"
257,"Spain","04/02/2020",1,0,0,0,15,NA,"Spain"
258,"Sri Lanka","04/02/2020",1,0,0,0,15,NA,"SriLanka"
259,"Sweden","04/02/2020",1,0,0,0,15,NA,"Sweden"
260,"Mainland China","05/02/2020",24324,3886,490,65,16,NA,"China"
261,"Thailand","05/02/2020",25,6,0,0,16,NA,"Thailand"
262,"Singapore","05/02/2020",24,6,0,0,16,NA,"Singapore"
263,"Japan","05/02/2020",23,3,0,0,16,NA,"Japan"
264,"Hong Kong","05/02/2020",18,3,1,1,16,NA,"China-HongKongSAR"
265,"Republic of Korea","05/02/2020",18,2,0,0,16,NA,"RepublicofKorea"
266,"Australia","05/02/2020",13,1,0,0,16,NA,"Australia"
267,"Germany","05/02/2020",12,0,0,0,16,NA,"Germany"
268,"Taiwan","05/02/2020",11,1,0,0,16,NA,"China-Taipei"
269,"USA","05/02/2020",11,0,0,0,16,NA,"UnitedStatesofAmerica"
270,"Macao","05/02/2020",10,2,0,0,16,NA,"China-Macao"
271,"Malaysia","05/02/2020",10,0,0,0,16,NA,"Malaysia"
272,"Vietnam","05/02/2020",10,1,0,0,16,NA,"VietNam"
273,"France","05/02/2020",6,0,0,0,16,NA,"France"
274,"Canada","05/02/2020",5,1,0,0,16,NA,"Canada"
275,"United Arab Emirates","05/02/2020",5,0,0,0,16,NA,"UnitedArabEmirates"
276,"India","05/02/2020",3,0,0,0,16,NA,"India"
277,"Philippines","05/02/2020",3,1,1,0,16,NA,"Philippines"
278,"Italy","05/02/2020",2,0,0,0,16,NA,"Italy"
279,"Russian Federation","05/02/2020",2,0,0,0,16,NA,"RussianFederation"
280,"UK","05/02/2020",2,0,0,0,16,NA,"UnitedKingdom"
281,"Belgium","05/02/2020",1,1,0,0,16,NA,"Belgium"
282,"Cambodia","05/02/2020",1,0,0,0,16,NA,"Cambodia"
283,"Finland","05/02/2020",1,0,0,0,16,NA,"Finland"
284,"Nepal","05/02/2020",1,0,0,0,16,NA,"Nepal"
285,"Spain","05/02/2020",1,0,0,0,16,NA,"Spain"
286,"Sri Lanka","05/02/2020",1,0,0,0,16,NA,"SriLanka"
287,"Sweden","05/02/2020",1,0,0,0,16,NA,"Sweden"
288,"Mainland China","06/02/2020",28018,3694,563,73,17,NA,"China"
289,"Singapore","06/02/2020",28,4,0,0,17,NA,"Singapore"
290,"Japan","06/02/2020",25,2,0,0,17,NA,"Japan"
291,"Thailand","06/02/2020",25,0,0,0,17,NA,"Thailand"
292,"Republic of Korea","06/02/2020",23,5,0,0,17,NA,"RepublicofKorea"
293,"Hong Kong","06/02/2020",21,3,1,0,17,NA,"China-HongKongSAR"
294,"International cruise ship (Japan)","06/02/2020",20,20,0,0,17,NA,"InternationalConveyance"
295,"Australia","06/02/2020",14,1,0,0,17,NA,"Australia"
296,"Germany","06/02/2020",12,0,0,0,17,NA,"Germany"
297,"Malaysia","06/02/2020",12,2,0,0,17,NA,"Malaysia"
298,"USA","06/02/2020",12,1,0,0,17,NA,"UnitedStatesofAmerica"
299,"Taiwan","06/02/2020",11,0,0,0,17,NA,"China-Taipei"
300,"Macao","06/02/2020",10,0,0,0,17,NA,"China-Macao"
301,"Vietnam","06/02/2020",10,0,0,0,17,NA,"VietNam"
302,"France","06/02/2020",6,0,0,0,17,NA,"France"
303,"Canada","06/02/2020",5,0,0,0,17,NA,"Canada"
304,"United Arab Emirates","06/02/2020",5,0,0,0,17,NA,"UnitedArabEmirates"
305,"India","06/02/2020",3,0,0,0,17,NA,"India"
306,"Philippines","06/02/2020",3,0,1,0,17,NA,"Philippines"
307,"Italy","06/02/2020",2,0,0,0,17,NA,"Italy"
308,"Russian Federation","06/02/2020",2,0,0,0,17,NA,"RussianFederation"
309,"UK","06/02/2020",2,0,0,0,17,NA,"UnitedKingdom"
310,"Belgium","06/02/2020",1,0,0,0,17,NA,"Belgium"
311,"Cambodia","06/02/2020",1,0,0,0,17,NA,"Cambodia"
312,"Finland","06/02/2020",1,0,0,0,17,NA,"Finland"
313,"Nepal","06/02/2020",1,0,0,0,17,NA,"Nepal"
314,"Spain","06/02/2020",1,0,0,0,17,NA,"Spain"
315,"Sri Lanka","06/02/2020",1,0,0,0,17,NA,"SriLanka"
316,"Sweden","06/02/2020",1,0,0,0,17,NA,"Sweden"
317,"Mainland China","07/02/2020",31161,3143,636,73,18,NA,"China"
318,"International cruise ship (Japan)","07/02/2020",61,41,0,0,18,NA,"InternationalConveyance"
319,"Singapore","07/02/2020",30,2,0,0,18,NA,"Singapore"
320,"Japan","07/02/2020",25,0,0,0,18,NA,"Japan"
321,"Thailand","07/02/2020",25,0,0,0,18,NA,"Thailand"
322,"Hong Kong","07/02/2020",24,3,1,0,18,NA,"China-HongKongSAR"
323,"Republic of Korea","07/02/2020",24,1,0,0,18,NA,"RepublicofKorea"
324,"Taiwan","07/02/2020",16,5,0,0,18,NA,"China-Taipei"
325,"Australia","07/02/2020",15,1,0,0,18,NA,"Australia"
326,"Malaysia","07/02/2020",14,2,0,0,18,NA,"Malaysia"
327,"Germany","07/02/2020",13,1,0,0,18,NA,"Germany"
328,"USA","07/02/2020",12,0,0,0,18,NA,"UnitedStatesofAmerica"
329,"Vietnam","07/02/2020",12,2,0,0,18,NA,"VietNam"
330,"Macao","07/02/2020",10,0,0,0,18,NA,"China-Macao"
331,"Canada","07/02/2020",7,2,0,0,18,NA,"Canada"
332,"France","07/02/2020",6,0,0,0,18,NA,"France"
333,"United Arab Emirates","07/02/2020",5,0,0,0,18,NA,"UnitedArabEmirates"
334,"India","07/02/2020",3,0,0,0,18,NA,"India"
335,"Italy","07/02/2020",3,1,0,0,18,NA,"Italy"
336,"Philippines","07/02/2020",3,0,1,0,18,NA,"Philippines"
337,"UK","07/02/2020",3,1,0,0,18,NA,"UnitedKingdom"
338,"Russian Federation","07/02/2020",2,0,0,0,18,NA,"RussianFederation"
339,"Belgium","07/02/2020",1,0,0,0,18,NA,"Belgium"
340,"Cambodia","07/02/2020",1,0,0,0,18,NA,"Cambodia"
341,"Finland","07/02/2020",1,0,0,0,18,NA,"Finland"
342,"Nepal","07/02/2020",1,0,0,0,18,NA,"Nepal"
343,"Spain","07/02/2020",1,0,0,0,18,NA,"Spain"
344,"Sri Lanka","07/02/2020",1,0,0,0,18,NA,"SriLanka"
345,"Sweden","07/02/2020",1,0,0,0,18,NA,"Sweden"
346,"Mainland China","08/02/2020",34546,3385,722,86,19,NA,"China"
347,"International cruise ship (Japan)","08/02/2020",64,3,0,0,19,NA,"InternationalConveyance"
348,"Singapore","08/02/2020",33,3,0,0,19,NA,"Singapore"
349,"Thailand","08/02/2020",32,7,0,0,19,NA,"Thailand"
350,"Hong Kong","08/02/2020",26,2,1,0,19,NA,"China-HongKongSAR"
351,"Japan","08/02/2020",25,0,0,0,19,NA,"Japan"
352,"Republic of Korea","08/02/2020",24,0,0,0,19,NA,"RepublicofKorea"
353,"Taiwan","08/02/2020",16,0,0,0,19,NA,"China-Taipei"
354,"Australia","08/02/2020",15,0,0,0,19,NA,"Australia"
355,"Malaysia","08/02/2020",15,1,0,0,19,NA,"Malaysia"
356,"Germany","08/02/2020",14,1,0,0,19,NA,"Germany"
357,"Vietnam","08/02/2020",13,1,0,0,19,NA,"VietNam"
358,"USA","08/02/2020",12,0,0,0,19,NA,"UnitedStatesofAmerica"
359,"Macao","08/02/2020",10,0,0,0,19,NA,"China-Macao"
360,"Canada","08/02/2020",7,0,0,0,19,NA,"Canada"
361,"United Arab Emirates","08/02/2020",7,2,0,0,19,NA,"UnitedArabEmirates"
362,"France","08/02/2020",6,0,0,0,19,NA,"France"
363,"India","08/02/2020",3,0,0,0,19,NA,"India"
364,"Italy","08/02/2020",3,0,0,0,19,NA,"Italy"
365,"Philippines","08/02/2020",3,0,1,0,19,NA,"Philippines"
366,"UK","08/02/2020",3,0,0,0,19,NA,"UnitedKingdom"
367,"Russian Federation","08/02/2020",2,0,0,0,19,NA,"RussianFederation"
368,"Belgium","08/02/2020",1,0,0,0,19,NA,"Belgium"
369,"Cambodia","08/02/2020",1,0,0,0,19,NA,"Cambodia"
370,"Finland","08/02/2020",1,0,0,0,19,NA,"Finland"
371,"Nepal","08/02/2020",1,0,0,0,19,NA,"Nepal"
372,"Spain","08/02/2020",1,0,0,0,19,NA,"Spain"
373,"Sri Lanka","08/02/2020",1,0,0,0,19,NA,"SriLanka"
374,"Sweden","08/02/2020",1,0,0,0,19,NA,"Sweden"
375,"Mainland China","09/02/2020",37198,2652,811,89,20,NA,"China"
376,"International cruise ship (Japan)","09/02/2020",64,0,0,0,20,NA,"InternationalConveyance"
377,"Singapore","09/02/2020",40,7,0,0,20,NA,"Singapore"
378,"Thailand","09/02/2020",32,0,0,0,20,NA,"Thailand"
379,"Republic of Korea","09/02/2020",27,3,0,0,20,NA,"RepublicofKorea"
380,"Hong Kong","09/02/2020",26,0,1,0,20,NA,"China-HongKongSAR"
381,"Japan","09/02/2020",26,1,0,0,20,NA,"Japan"
382,"Malaysia","09/02/2020",17,2,0,0,20,NA,"Malaysia"
383,"Taiwan","09/02/2020",17,1,0,0,20,NA,"China-Taipei"
384,"Australia","09/02/2020",15,0,0,0,20,NA,"Australia"
385,"Germany","09/02/2020",14,0,0,0,20,NA,"Germany"
386,"Vietnam","09/02/2020",14,1,0,0,20,NA,"VietNam"
