"ind","country","date","cases","new_cases","deaths","new_deaths","situation_report","last_update","WHO_ID"
1452,"New Zealand","05/03/2020",2,0,0,0,45,NA,"NewZealand"
1477,"Saint Martin","05/03/2020",2,2,0,0,45,NA,"SaintMartin"
1472,"Saudi Arabia","05/03/2020",2,1,0,0,45,NA,"SaudiArabia"
1454,"Afghanistan","05/03/2020",1,0,0,0,45,NA,"Afghanistan"
1455,"Andorra","05/03/2020",1,0,0,0,45,NA,"Andorra"
1456,"Argentina","05/03/2020",1,0,0,0,45,NA,"Argentina"
1457,"Armenia","05/03/2020",1,0,0,0,45,NA,"Armenia"
1459,"Cambodia","05/03/2020",1,0,0,0,45,NA,"Cambodia"
1460,"Chile","05/03/2020",1,0,0,0,45,NA,"Chile"
1461,"Dominican Republic","05/03/2020",1,0,0,0,45,NA,"DominicanRepublic"
1483,"Gibraltar","05/03/2020",1,1,0,0,45,NA,"Gibraltar"
1462,"Jordan","05/03/2020",1,0,0,0,45,NA,"Jordan"
1463,"Latvia","05/03/2020",1,0,0,0,45,NA,"Latvia"
1479,"Liechtenstein","05/03/2020",1,1,0,0,45,NA,"Liechtenstein"
1464,"Lithuania","05/03/2020",1,0,0,0,45,NA,"Lithuania"
1465,"Luxembourg","05/03/2020",1,0,0,0,45,NA,"Luxembourg"
1466,"Monaco","05/03/2020",1,0,0,0,45,NA,"Monaco"
1468,"Nepal","05/03/2020",1,0,0,0,45,NA,"Nepal"
1469,"Nigeria","05/03/2020",1,0,0,0,45,NA,"Nigeria"
1470,"North Macedonia","05/03/2020",1,0,0,0,45,NA,"NorthMacedonia"
1471,"Poland","05/03/2020",1,0,0,0,45,NA,"Poland"
1478,"Saint Barthelemy","05/03/2020",1,1,0,0,45,NA,"SaintBarthelemy"
1482,"Slovenia","05/03/2020",1,1,0,0,45,NA,"Slovenia"
1474,"Sri Lanka","05/03/2020",1,0,0,0,45,NA,"SriLanka"
1475,"Tunisia","05/03/2020",1,0,0,0,45,NA,"Tunisia"
1476,"Ukraine","05/03/2020",1,0,0,0,45,"06 March 11:00 GMT","Ukraine"
