"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"607","South America",2021-05-12,26261463,836574,825036,26868,60,61,"South America",4.2e+08,62527.3,1991.8,1964.4,64
"608","South America",2021-05-19,27171480,910017,852057,27021,61,62,"South America",4.2e+08,64694,2166.7,2028.7,64.3
"609","South America",2021-05-26,28139781,968301,877587,25530,62,63,"South America",4.2e+08,66999.5,2305.5,2089.5,60.8
"610","South America",2021-06-02,29144359,1004578,904130,26543,63,64,"South America",4.2e+08,69391.3,2391.9,2152.7,63.2
"611","South America",2021-06-09,30057830,913471,928622,24492,64,65,"South America",4.2e+08,71566.3,2174.9,2211,58.3
"612","South America",2021-06-16,31061026,1003196,956148,27526,65,66,"South America",4.2e+08,73954.8,2388.6,2276.5,65.5
"613","South America",2021-06-23,32046812,985786,982039,25891,66,67,"South America",4.2e+08,76301.9,2347.1,2338.2,61.6
"614","South America",2021-06-30,32894878,848066,1005137,23098,67,68,"South America",4.2e+08,78321.1,2019.2,2393.2,55
"615","South America",2021-07-07,33633120,738242,1026404,21267,68,69,"South America",4.2e+08,80078.9,1757.7,2443.8,50.6
"616","South America",2021-07-14,34244153,611033,1044607,18203,69,70,"South America",4.2e+08,81533.7,1454.8,2487.2,43.3
"617","South America",2021-07-21,34776776,532623,1069487,24880,70,71,"South America",4.2e+08,82801.8,1268.2,2546.4,59.2
"618","South America",2021-07-28,35312209,535433,1084161,14674,71,72,"South America",4.2e+08,84076.7,1274.8,2581.3,34.9
"619","South America",2021-08-04,35722194,409985,1096367,12206,72,73,"South America",4.2e+08,85052.8,976.2,2610.4,29.1
"620","South America",2021-08-11,36091798,369604,1107153,10786,73,74,"South America",4.2e+08,85932.9,880,2636.1,25.7
"621","South America",2021-08-18,36410969,319171,1116378,9225,74,75,"South America",4.2e+08,86692.8,759.9,2658,22
"622","South America",2021-08-25,36696916,285947,1124544,8166,75,76,"South America",4.2e+08,87373.6,680.8,2677.5,19.4
"623","South America",2021-09-01,36929883,232967,1131685,7141,76,77,"South America",4.2e+08,87928.3,554.7,2694.5,17
"624","South America",2021-09-08,37114983,185100,1137304,5619,77,78,"South America",4.2e+08,88369,440.7,2707.9,13.4
"625","South America",2021-09-15,37276292,161309,1143765,6461,78,79,"South America",4.2e+08,88753.1,384.1,2723.2,15.4
"626","South America",2021-09-22,37590218,313926,1149278,5513,79,80,"South America",4.2e+08,89500.5,747.4,2736.4,13.1
"627","South America",2021-09-29,37749433,159215,1154495,5217,80,81,"South America",4.2e+08,89879.6,379.1,2748.8,12.4
"628","South America",2021-10-06,37910079,160646,1158759,4264,81,82,"South America",4.2e+08,90262.1,382.5,2758.9,10.2
"629","South America",2021-10-13,38032910,122831,1161984,3225,82,83,"South America",4.2e+08,90554.5,292.5,2766.6,7.7
"630","South America",2021-10-20,38167231,134321,1165608,3624,83,84,"South America",4.2e+08,90874.4,319.8,2775.3,8.6
"631","South America",2021-10-27,38304774,137543,1168843,3235,84,85,"South America",4.2e+08,91201.8,327.5,2783,7.7
"632","South America",2021-11-03,38427196,122422,1171258,2415,85,86,"South America",4.2e+08,91493.3,291.5,2788.7,5.8
"633","South America",2021-11-10,38565752,138556,1173980,2722,86,87,"South America",4.2e+08,91823.2,329.9,2795.2,6.5
"634","South America",2021-11-17,38701916,136164,1176869,2889,87,88,"South America",4.2e+08,92147.4,324.2,2802.1,6.9
"635","South America",2021-11-24,38835460,133544,1179430,2561,88,89,"South America",4.2e+08,92465.4,318,2808.2,6.1
"636","South America",2021-12-01,38969756,134296,1182436,3006,89,90,"South America",4.2e+08,92785.1,319.8,2815.3,7.2
"637","South America",2021-12-08,39098479,128723,1184882,2446,90,91,"South America",4.2e+08,93091.6,306.5,2821.1,5.8
"638","South America",2021-12-15,39208044,109565,1187348,2466,91,92,"South America",4.2e+08,93352.5,260.9,2827,5.9
"639","South America",2021-12-22,39330776,122732,1189577,2229,92,93,"South America",4.2e+08,93644.7,292.2,2832.3,5.3
"640","South America",2021-12-29,39597069,266293,1191353,1776,93,94,"South America",4.2e+08,94278.7,634,2836.6,4.2
"641","South America",2022-01-05,40247334,650265,1193158,1805,94,95,"South America",4.2e+08,95827,1548.2,2840.9,4.3
"642","South America",2022-01-12,41888808,1641474,1196109,2951,95,96,"South America",4.2e+08,99735.3,3908.3,2847.9,7
"643","South America",2022-01-19,44181854,2293046,1200841,4732,96,97,"South America",4.2e+08,105194.9,5459.6,2859.1,11.3
"644","South America",2022-01-26,46843586,2661732,1208388,7547,97,98,"South America",4.2e+08,111532.3,6337.5,2877.1,18
"645","South America",2022-02-02,49234895,2391309,1219429,11041,98,99,"South America",4.2e+08,117225.9,5693.6,2903.4,26.3
"646","South America",2022-02-09,51157749,1922854,1231304,11875,99,100,"South America",4.2e+08,121804.2,4578.2,2931.7,28.3
